UnicodeRanges
	0020	024F
	2000	206F
	3000	303F
	3400	4DB5
	4E00	9FCB
	FF00	FFEF

FontOverride	Exo-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	SourceCodePro-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Titillium-Regular.otf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Akashi.ttf	MFShangHei_Noncommercial_Light_CDE.otf
FontOverride	Nobile-Regular.ttf	MFShangHei_Noncommercial_Light_CDE.otf

GameTitle	Children of a Dead Earth
Level6Tutorial9	现在把视角缩放到尽可能的远，如果您成功从水星轨道中逃逸了出来的话，现在的轨道看上去应该是一个环绕太阳的原型或椭圆形，这说明您的救援船正围绕着太阳而不是水星公转。
Level6Tutorial10	现在您应该已经清楚之后该如何与他们交会了，祝您好运！
Level6Failure	看来你赶不过来了，真可惜，现在为你传输船员们的遗书录音，请务必送达他们的家人。
Level6Success	很及时，上将，感谢救援。

Level The Interamnian Incident	身陷囹圄
Level The Interamnian Incident Description
	好吧，这是一件非常不幸的事情，我们的一艘环绕于小行星704的战舰发生了哗变，叛乱的水兵囚禁了舰长，并占领了全舰。我们向你保证，这只是一次偶发意外，与我们的军事体系或其他任何事情都没有丝毫联系。
	叛乱的组织者，船上的大副，拉希米中校，提出了许多放肆的要求，你不必劳神去听他那些可笑的讨价还价，你只需知道的是他已成为国家公敌，他要付出的代价就是极刑，按照共和国的法律，这种高度叛国连审判都不需要。若是在平时，我们会建议你去接管最近的一条战舰，一艘重炮舰，去将拉希米的船轰成一个炙热的等离子体，没有什么可讨价还价的。然而这一次，却有一个问题。
	那艘战舰的原舰长是希塔·钱德拉上校，钱德拉议员的女儿，她的父亲即使不算这个国家中最有权的人，起码也是火星议会中权力最大的参议员，用核弹炸了他的女儿将会是一场灾难，尤其是他掌控着的稀有金属开采是决定这场战争走向的关键。
	故此，我们要谨慎处理这件事情，但是拉希米仍必须死，因此计划是让你指挥战舰设法接近并瘫痪掉叛变的船只，精确破坏掉他们的引擎和武器系统，然后我们就能派出跳帮队进入船员仓消灭掉叛乱的水兵，救出被囚禁的钱德拉上校。要破坏他们的武器系统，你可以选择将船壳上的炮塔一个个摧毁掉，也可以选择直接击毁他们的发电设备；而对于引擎系统，你可以选择击毁引擎，也可以选择打穿他们所有的工质罐，这样他们就会因为没有燃料而失去行动能力。
	我必须再向你强调一次，那艘船的船员仓必须毫发无损！如果钱德拉上校真的在交火中遇难了，我们只能设法编造一个故事，将锅甩给USTA或其他什么人，但我不觉得她老爹会买账，一旦他发现真相，我怀疑不仅你的母亲都保不住你，可能连她的政治生涯都会受到负面影响了。
Level The Interamnian Incident ShortDescription	瘫痪掉位于小行星704的哗变船只，但不要摧毁它。

Level7Tutorial1	为了能精确瘫痪敌舰，上将，我建议在战斗时做这两件事情：关闭我们威力过强或精度过低的武器，然后瞄准关键的部位开火。
Level7Tutorial2	即使尚未处于战斗，我们仍能在检视敌舰队时提前标定要攻击的模块。
Level7Tutorial3	记住，如果我们没有指定任何一个精确攻击目标的话，我们的炮手就会自由开火随意攻击敌舰的任意模块，这可不是一次外科手术式的精确打击所该做的。
Level7Tutorial4	还有一件重要的事情，如果是我来执行这种任务，我会选择一次只标定一个射击目标！这是因为如果同时向多个系统开火的话，弹幕式的火力很可能会直接摧毁掉整个舰船，这样的话我们就把任务搞砸了。
Level7Tutorial5	当你选定了一个射击目标后，就返回吧。
Level7Tutorial6	我们再来看一下我们的舰队。
Level7Tutorial7	检视它。
Level7Tutorial8	您拥有导弹发射器，激光炮，还有一些线圈炮和轨道炮，您需要关闭一些威力过大或精度过低的武器。
Level7Tutorial9	另外，导弹的工作原理是瞄准最大的热源，这意味着它们不会受您当前设置的优先攻击目标的影响，除了不建议您手动发射导弹以外，我还建议您直接关掉导弹发射器模块，以防在战斗时它自动发射。
Level7Tutorial10	为了判断哪种武器最合适，您可以尝试在战斗中只启动一种武器，然后关掉其他的，逐一循环并观察每种武器的攻击效果。
Level7Tutorial11	最后再给您一个提示，战斗开始时双方的位置是根据两支舰队中射程最远的武器来决定的，考虑到我们有无法发挥的射程优势，您可以提前关闭那些长程武器，这样战斗就会发生在更近的距离。此外，对于长程实弹武器而言在近距离射击并不吃亏，因为实弹武器的精度是与射击距离成反比的，在近距离发射实弹武器虽然浪费了射程，但也提高了精度。祝您好运！
Level7Taunt	你是指挥官？你不是总统的孩子吗？听我说，不要开火，我们不必要靠暴力收场，我会告诉你们我这么做的理由！不要开火，听我说！共和国总司令部一直在向你们撒谎！他们 --- <传输被干扰>
Level7Failure	你打爆了船员仓！上校死了！当钱德拉议员发现真相时，恐怕你的军旅生涯就要告终了...
Level7Success1	我已经命令船员放下武器了，我们投降。再一次的，你用行为证明了是什么样的人在控制着共和国。
Level7Success2	做得好，上将，我们会立刻部署跳帮队。

Level Force Projection	力量投送
Level Force Projection Description
	我们先谈谈上一次任务，你出色地控制了局势，钱德拉父女对你的评价都非常高。你要相信自己做了正确的事情，我们已经发现拉希米中校一直在收取一个与USTA有关系的匿名渠道的资金援助，除此之外，我们还发现他涉及了多起腐败、行贿、甚至是性骚扰案件，总而言之，他是个绝对的坏蛋，消灭他是你做的一件绝对正确的事。
	言归正传，你的下一个任务是迎击USTA迫在眉睫的攻势，他们非常大胆地派遣了一小支舰队进入了火星的高层轨道，绕着火星转圈圈与我们保持对峙，火星是我们的总部所在地，我们当然有充足的火力去抹平那支舰队，但考虑到如此小的一支舰队居然敢于踏进马蜂窝，总司令部对此感到有些不祥的预感。
	这可能是一次简单的力量投送，向我们展示他们有能力随时斩首我们的高层，迫使我们有所忌惮，或许这是另一次佯攻，要引出我们藏在地下掩体中的火星防卫部队，又或者这只是一次侦察行动，甚至还可能是其他我们想不到的目的。
	总而言之，总司令部不喜欢有一支舰队在我们头顶上晃荡，可想而知火星的百姓也不会乐于听到这个消息，我们需要立刻消灭这支舰队，但我们计划使用尽可能少的火力，这样就不会暴露我们的真实实力，也避免他们有什么其他的阴谋诡计。你的任务就是指挥一艘航母去消灭敌方舰队。
	情报指出敌方的指挥官是塔蒂阿娜·万哈宁准将，一位有案可查的指挥官，有着一定的实战经验，她最出名的行动是与你之前在木卫三击杀的卡伦上校一道血洗土卫二，她的记录指出她优先采用防守策略，并且偏好保守的战斗风格，因此她将舰队部署到了火星的离平面逆行轨道上，迫使她的对手（也就是你）要花费大量的Delta-V来拦截她。
	在你消灭万哈宁准将的舰队后，向我们做任务报告。
Level Force Projection ShortDescription	拦截并摧毁一支位于火星的离平面逆行轨道上的敌方舰队。

Level8Tutorial1	您可能会发现这次的任务有些棘手，首先，先检视敌人的舰队。
Level8Tutorial2	敌人的舰队是由一艘激光护卫舰组成，激光武器的特点是射程和精度不会因目标的体积而改变，这一点与实弹武器有很大不同，我们的无人机对上激光武器时就失去了它们的体积优势了。
Level8Tutorial3	您你瘫痪敌人的激光器之前，您发射过去的无人机都不太可能在被击毁前能对敌人造成任何伤害。
Level8Tutorial4	记住瞄准敌人的激光武器模块，现在返回轨道界面。
Level8Tutorial5	这是您第一次指挥多艘舰船作战，先来检视舰队，看看您的游击舰吧。
Level8Tutorial6	您的游击舰装备了实弹武器和核导弹，我建议您通过导弹齐射来击瘫敌人，切记不要挤牙膏！如果您一次只发射几枚导弹的话，敌人的激光武器可以轻松地拦截它们，只有几十枚导弹齐射才有希望突破激光武器的反导网。
Level8Tutorial7	现在再来看看航母。
Level8Tutorial8	除了自卫用的实弹武器外，航母可以发射无人机，这些无人机可以轻易消灭失去了激光武器的敌人，只是要记得它们的Delta-V很少。
Level8Tutorial9	总结地说，我们有三张牌：导弹、无人机和我们的主力舰，现在返回轨道界面。
Level8Tutorial10	最后还要提醒您一件事，注意敌人轨道上箭头的方向。
Level8Tutorial11	您会发现敌方舰队的飞行方向是与您相反的，我们称此为逆行轨道，如果您想进入一条逆行轨道并与对方同向而行的话，您需要先掉头停下来然后再追上敌人，这意味着您要花费将近两倍的Delta-V！
Level8Tutorial12	您当然可以尝试强行掉头然后追上敌人，最简单的方式是在即将于对方轨道相交的时候减速，然后再向对方轨道的切向方向加速，直到进入对方的轨道。
Level8Tutorial13	但是仍有一种更简单的方式，那就是直接进入对方轨道而不管方向，也就是逆向而行，在两军相遇的那一小段时间窗内决出胜负！如果要这样做的话，就不要选择红色的自动拦截指令了，请使用橙色的飞掠指令。
Level8Taunt	愿最好的指挥官胜出，共和国的上将。
Level8Failure	祝你下次好运，共和国的上将。
Level8Success	你对局势处理的非常好。万哈宁准将只能活在人们的记忆中了，干得好，上将。

Level Uranian Cargo Run	天王快递
Level Uranian Cargo Run Description
	USTA的行动相当缓慢，甚至他们的反应速度都要慢于我们的行动速度。因此在目前为止，唯一的主要战斗只有谷神星战役，不幸的是他们赢了，而且看上去他们依然相当谨慎。我们会很快对谷神星展开反攻，但在此之前我们需要你先为我们做一件事。
	我们的入侵部队需要更多的铀燃料来填充他们的引擎和反应堆，以及更多的钚来生产核弹头。天卫五，一颗由我们和新日本国联合控制的小行星，是最大的裂变物质供应地，我们与新日本国的关系愈发紧张，最初他们是想在我们和USTA的战争中保持中立，但现在他们正和USTA走的越来越近。
	考虑到这一点，我们要你现在立刻将天卫五开采并储藏的裂变物质运输到天王星最外侧的主要卫星，天卫三上。既是为了防止新日本国打这批战略物资的主意，也是为了让这批物资尽管送达谷神星远征舰队，由于天卫三是冥王星系统最远处的燃料补给站，只要你能在20天内将货物送达，后续计划应该都能正常进行。
Level Uranian Cargo Run ShortDescription	指挥一艘从天卫五出发的货船进行卫星间转移，前往位于天卫三的货运站。

Level9Success	我的员工们已经开始为货船补充燃料了，他们会重新优化飞船的质量配置，让它尽快与谷神星特遣队会合。干得漂亮，上将。
