UnicodeRanges
	0020	024F
	2000	206F





GameTitle	Children of a Dead Earth
	Intel suggests that the enemy commander is Commodore Tatiana Vanhanen, a well-documented military leader with moderate combat experience during the Enceladus purges alongside the captain you killed back at Ganymede, Captain Charron. Her record appears to primarily defensively oriented, and her combat style quite conservative. In keeping with her signature combat style, she has placed her ship in a out-of-plane retrograde orbit which forces her opponents (in this case, you) to expend as much delta-v as possible to intercept her.
	The mission will be completed when Commodore Vanhanen's forces are completely destroyed.
Level Force Projection ShortDescription	Destroy an enemy fleet in a out-of-plane, retrograde orbit around Mars.

Level8Tutorial1	You may find the combat in this mission to be particularly tough. First, inspect the enemy fleet to see what we're up against.
Level8Tutorial2	The enemy fleet consists of a single Laser Frigate. The range of lasers doesn't change based on the size of the target, unlike the projectile weapons you're used to. This means the small size of your drones is no longer an advantage against the Laser Frigate.
Level8Tutorial3	Until you take out their laser, any drones you send at the enemy will likely be annihilated long before you can get into range.
Level8Tutorial4	Remember to target the enemy's modules. That's all for them. Go back and inspect your own fleet now.
Level8Tutorial5	This is your first combat where you have multiple ships in your fleet. Open your fleet and examine your Skirmisher first.
Level8Tutorial6	Your Skirmisher has, aside from projectile weapons, nuclear missiles for blasting the enemy. You'll want to use them in huge salvos against the enemy's laser. If you launch too few at a time, the laser will be able to pick them off one by one before they can hit.
Level8Tutorial7	Let's examine your carrier now.
Level8Tutorial8	Aside from projectile weapons, your carrier has drones it can launch. The drones will be very powerful once the enemy's laser is taken out. Just remember to carefully manage their delta-v!
Level8Tutorial9	Essentially, your three tactical options are missiles, drones, and your capital ships. Let's go back.
Level8Tutorial10	One last note about this situation. Note the arrow on the enemy's orbit indicating the direction it is going in.
Level8Tutorial11	Notice that the arrow on your own orbit is going in the opposite direction, so the enemy is in a retrograde orbit. If you match up orbits, you'll be running headfirst into the enemy at extremely fast speeds twice per full orbit.
Level8Tutorial12	You'll want to get into a prograde orbit with the enemy so your combats are much slower. The easiest way to do this is reverse your orbit around mars with the tangential (red) thrust handle.
Level8Tutorial13	Finally, if you do in fact, want to make a retrograde intercept, the red auto-intercept will perform poorly. You'll want to use the orange auto-flyby control.
Level8Taunt	May the best commander win, Republic Admiral.
Level8Failure	Better luck next time, Republic Admiral.
Level8Success	You've handled this situation quite well. Cdre. Vanhanen is just a memory now. Good work, Admiral.

Level Uranian Cargo Run	Uranian Cargo Run
Level Uranian Cargo Run Description
	The USTA is moving slowly and reacting even slower to our actions. Thus far, the only major battle of the war has been at Ceres, which they have won, and it looks like they're content to take a cautious approach to this conflict. We're going to be counterattacking Ceres soon, but we need you to do something for us first.
	Our incoming invasion force needs more Uranium fuel for their reactors and engines, and more Plutonium for their nukes. Miranda, a moon jointly controlled by us and Nippon Prime, is one of biggest suppliers of fissiles for the war effort. Relations with Nippon Prime have been shaky lately, since although they have tried to remain neutral to our war with the USTA, they share much closer trade ties with the USTA.
	With that in mind, we need you to rush a delivery of fissiles from Miranda to the outermost major moon of Uranus, Titania, in case Nippon Prime gets a foolish idea. Not only that, we need these fissiles to reach our Ceres task force, so Titania will be the last fueling stop before the shipment leaves the Uranian system. Just get that Cargo Freighter from Miranda to Titania within 20 days and everything should work out great.
Level Uranian Cargo Run ShortDescription	Make an interlunar transfer with a freighter from Miranda to Titania in the Uranus system, and join the freighter with a cargo station around Titania.

Level9Success	My stationworkers have already begun refueling the Cargo Freighter, and optimizing the mass for the trip to restock the Ceres task force, Admiral. Excellent work.

Level Retaking Ceres	Retaking Ceres
Level Retaking Ceres Description
	It's time for your first major head-to-head combat. We're finally taking Ceres back.
	The enemy outnumbers our invasion task force significantly, but we will have to make do with what we got. With the enemy presence around nearly every belt rock, we can't spare any additional ships from Mars or Vesta. Our incoming fleet is fully stocked with the fissiles from last mission, and although the odds are not good, we are confident you will be able to destroy the enemy and retake Ceres. You have at your disposal a small fleet.
	You'll be entering Cererian orbit and control will be passed to you as soon as the invasion propellant stages are discarded. You have one month to take back Ceres by destroying all enemy ships in orbit around it.
	Once Ceres is retaken, control of the belt will be predominantly ours again, and we can start thinking about bigger targets, like maybe encroaching upon enemy space rather than always fighting reactively.
	Your opponent for this mission is the infamous Rear Admiral Pavel Sullivan of the United Space Force, nephew of the United Sol Trade Alliance Prime Minister. Historically, he has fought somewhat aggressively, but at the same time, always has preferred to keep an eye on delta-v. His last battle was his victory over our very own Admiral Sutedja when he took control of Ceres. We believe he is at a disadvantage for this combat because he is unused to defensive warfare, preferring to be commanding the invading force, so you may be able to exploit this quality about him. 
